Altitude (m),Temperature (deg C),Gravity (m/s2),Pressure (N/m2),Density (kg/m3),Dynamic Viscosity (N*s/m2)
54800,-11.828540054021119,9.63973046497974,43.633068701182,0.0005816728438397768,1.656923675498341e-05
54900,-12.103769865741583,9.639429773855417,43.075656110895565,0.0005748474140302965,1.655532487812824e-05
55000,-12.378991092313697,9.639129096800017,42.52480478055765,0.0005680952106206402,1.6541406616389017e-05
55100,-12.654203734139173,9.638828433812659,41.98044406200956,0.0005614155215801893,1.6527481962496547e-05
55200,-12.92940779161961,9.638527784892469,41.44250399700112,0.0005548076410877573,1.6513550909171183e-05
55300,-13.204603265156663,9.638227150038567,40.91091531114252,0.0005482708694836409,1.6499613449122828e-05
55400,-13.479790155151932,9.637926529250075,40.38560940790452,0.00054180451322201,1.6485669575050928e-05
55500,-13.754968462007014,9.63762592252612,39.86651836266355,0.0005354078848235959,1.647171927964443e-05
55600,-14.030138186123509,9.63732532986582,39.35357491679477,0.0005290803028287187,1.6457762555581805e-05
55700,-14.305299327902844,9.6370247512683,38.84671247181044,0.0005228210917506228,1.6443799395531034e-05
55800,-14.58045188774662,9.636724186732682,38.34586508354368,0.0005166295820291222,1.642982979214958e-05
55900,-14.85559586605632,9.63642363625809,37.85096745637852,0.0005105051099845719,1.64158537380844e-05
56000,-15.130731263233372,9.636123099843644,37.36195493752433,0.0005044470177721392,1.640187122597191e-05
56100,-15.405858079679206,9.63582257748847,36.878763511335436,0.0004984546533363923,1.638788224843802e-05
56200,-15.680976315795192,9.63552206919169,36.40132979367496,0.0004925273703661909,1.6373886798098066e-05
56300,-15.956085971982816,9.635221574952428,35.92959102632322,0.00048666452824988994,1.635988486755684e-05
56400,-16.231187048643335,9.634921094769807,35.46348507142961,0.00048086549203083987,1.6345876449408573e-05
56500,-16.506279546178177,9.63462062864295,35.002950406008274,0.0004751296323631955,1.6331861536236923e-05
56600,-16.7813634649886,9.634320176570979,34.54792611647709,0.0004694563254680224,1.631784012061497e-05
56700,-17.056438805475864,9.634019738553018,34.09835189323964,0.0004638449530897051,1.6303812195105194e-05
56800,-17.33150556804125,9.633719314588191,33.65416802530981,0.00045829490245265095,1.628977775225948e-05
56900,-17.606563753085993,9.633418904675624,33.21531539497868,0.00045280556621828724,1.6275736784619103e-05
57000,-17.88161336101129,9.633118508814436,32.781735472523906,0.0004473763424423582,1.6261689284714723e-05
57100,-18.156654392218343,9.632818127003752,32.35337031096035,0.0004420066345325069,1.6247635245066373e-05
57200,-18.431686847108324,9.632517759242699,31.930162540833017,0.0004366958512061568,1.6233574658183437e-05
57300,-18.70671072608232,9.632217405530398,31.5120553650504,0.0004314434064486721,1.621950751656468e-05
57400,-18.981726029541505,9.631917065865972,31.098992553759288,0.00042624871947181096,1.62054338126982e-05
57500,-19.25673275788688,9.631616740248548,30.690918439260265,0.0004211112146724651,1.6191353539061427e-05
57600,-19.53173091151956,9.631316428677248,30.287777910963325,0.0004160303215916788,1.6177266688121125e-05
57700,-19.806720490840547,9.631016131151195,29.889516410383774,0.0004110054748739529,1.6163173252333396e-05
57800,-20.081701496250872,9.630715847669517,29.496079926177988,0.0004060361142268289,1.6149073224143634e-05
57900,-20.356673928151537,9.630415578231336,29.107414989218782,0.0004011216843807528,1.613496659598655e-05
58000,-20.63163778694343,9.630115322835776,28.72346866770974,0.00039626163504921175,1.6120853360286147e-05
58100,-20.90659307302755,9.62981508148196,28.344188562339014,0.0003914554208891523,1.6106733509455715e-05
58200,-21.18153978680479,9.629514854169015,27.969522801471385,0.0003867025014616661,1.6092607035897837e-05
58300,-21.456477928676037,9.629214640896063,27.599420036379467,0.0003820023411929571,1.6078473932004356e-05
58400,-21.731407499042092,9.628914441662234,27.23382943651223,0.00037735440933556695,1.606433419015639e-05
58500,-22.006328498303873,9.628614256466646,26.87270068480221,0.00037275817992988056,1.6050187802724307e-05
58600,-22.281240926862154,9.628314085308427,26.51598397300992,0.0003682131317658918,1.6036034762067723e-05
58700,-22.55614478511771,9.6280139281867,26.163629997105993,0.00036371874834524034,1.6021875060535508e-05
58800,-22.831040073471286,9.627713785100593,25.815589952690313,0.0003592745178435101,1.6007708690465762e-05
58900,-23.105926792323658,9.627413656049228,25.4718155304478,0.00035487993307278733,1.599353564418581e-05
59000,-23.380804942075514,9.627113541031733,25.132258911641365,0.00035053449144448846,1.5979355914012188e-05
59100,-23.655674523127516,9.62681344004723,24.796872763640717,0.0003462376949324384,1.596516949225067e-05
59200,-23.930535535880324,9.626513353094845,24.465610235487528,0.0003419890500362122,1.5950976371196215e-05
59300,-24.2053879807346,9.626213280173705,24.138424953496408,0.0003377880677447322,1.5936776543132986e-05
59400,-24.480231858090946,9.62591322128293,23.81527101689145,0.0003336342635001187,1.5922570000334344e-05
59500,-24.75506716834994,9.625613176421652,23.496102993478257,0.0003295271571617976,1.5908356735062823e-05
59600,-25.029893911912126,9.625313145588994,23.180875915350818,0.0003254662729708547,1.5894136739570154e-05
59700,-25.304712089178054,9.62501312878408,22.869545274633477,0.0003214511395146455,1.5879910006097222e-05
59800,-25.57952170054824,9.624713126006034,22.56206701925739,0.00031748128969165087,1.586567652687409e-05
59900,-25.85432274642315,9.624413137253987,22.258397548771413,0.00031355626067658214,1.5851436294119974e-05
60000,-26.129115227203243,9.62411316252706,21.958493710186964,0.00030967559388573,1.5837189300043246e-05
60100,-26.403899143288953,9.623813201824383,21.662312793856973,0.00030583883494256003,1.5822935536841418e-05
60200,-26.678674495080713,9.623513255145077,21.369812529388216,0.00030204553364354886,1.5808674996701147e-05
60300,-26.953441282978872,9.623213322488272,21.080951081587383,0.0002982952439242663,1.579440767179823e-05
60400,-27.228199507383806,9.622913403853088,20.795687046439873,0.0002945875238256912,1.5780133554297587e-05
60500,-27.502949168695835,9.62261349923866,20.513979447121905,0.00029092193546077165,1.5765852636353257e-05
60600,-27.77769026731528,9.62231360864411,20.23578773004505,0.0002872980449812193,1.5751564910108413e-05
60700,-28.05242280364243,9.62201373206856,19.961071760933265,0.0002837154225445394,1.5737270367695312e-05
60800,-28.327146778077548,9.62171386951114,19.68979182093234,0.0002801736422812978,1.572296900123534e-05
60900,-28.601862191020842,9.621414020970974,19.421908602751056,0.0002766722822626182,1.5708660802838978e-05
61000,-28.876569042872546,9.621114186447196,19.157383206834268,0.0002732109244679118,1.56943457646058e-05
61100,-29.151267334032838,9.620814365938923,18.89617713756743,0.00026978915475283667,1.5680023878624476e-05
61200,-29.425957064901866,9.620514559445283,18.638252299512544,0.00026640656281748696,1.5665695136972754e-05
61300,-29.70063823587978,9.620214766965407,18.383570993675107,0.0002630627421748094,1.565135953171747e-05
61400,-29.97531084736667,9.61991498849842,18.132095913801795,0.0002597572901192423,1.5637017054914534e-05
61500,-30.249974899762663,9.619615224043446,17.883790142709096,0.0002564898076955853,1.562266769860892e-05
61600,-30.52463039346776,9.619315473599615,17.638617148642044,0.00025325989966808665,1.560831145483469e-05
61700,-30.799277328882027,9.619015737166054,17.396540781663273,0.00025006717448975487,1.5593948315614943e-05
61800,-31.073915706405444,9.618716014741887,17.157525270072036,0.0002469112442718904,1.557957827296185e-05
61900,-31.348545526438045,9.618416306326242,16.92153521685301,0.0002437917247538371,1.5565201318876643e-05
62000,-31.623166789379752,9.618116611918246,16.68853559615464,0.00024070823527295087,1.555081744534959e-05
62100,-31.897779495630544,9.61781693151703,16.458491749796686,0.00023766039873478358,1.553642664436001e-05
62200,-32.17238364559029,9.617517265121714,16.231369383807078,0.00023464784158348467,1.5522028907876274e-05
62300,-32.446979239658845,9.617217612731432,16.0071345649875,0.00023167019377241373,1.5507624227855782e-05
62400,-32.72156627823614,9.616917974345306,15.78575371750779,0.0002287270887349679,1.5493212596244973e-05
62500,-32.99614476172198,9.616618349962467,15.567193619528776,0.00022581816335561929,1.5478794004979316e-05
62600,-33.27071469051617,9.61631873958204,15.351421399853315,0.0002229430579411613,1.546436844598332e-05
62700,-33.5452760650185,9.616019143203154,15.138404534605604,0.00022010141619216659,1.5449935911170507e-05
62800,-33.81982888562871,9.615719560824935,14.928110843938068,0.00021729288517464813,1.5435496392443436e-05
62900,-34.094373152746584,9.615419992446514,14.72050848876616,0.0002145171152919297,1.5421049881693672e-05
63000,-34.36890886677179,9.615120438067017,14.515565967530502,0.00021177376025671954,1.540659637080181e-05
63100,-34.64343602810402,9.61482089768557,14.313252112986259,0.0002090624770633871,1.5392135851637453e-05
63200,-34.91795463714294,9.614521371301302,14.113536089019664,0.00020638292596044354,1.5377668316059224e-05
63300,-35.19246469428819,9.61422185891334,13.916387387491298,0.00020373477042322116,1.5363193755914757e-05
63400,-35.46696619993938,9.613922360520816,13.721775825106096,0.0002011176771267541,1.5348712163040693e-05
63500,-35.741459154496084,9.613622876122852,13.529671540309753,0.0001985313159188558,1.533422352926267e-05
63600,-36.01594355835789,9.613323405718582,13.340044990211583,0.0001959753597933973,1.531972784639536e-05
63700,-36.29041941192432,9.61302394930713,13.15286694753306,0.00019344948486377467,1.5305225106242406e-05
63800,-36.56488671559484,9.612724506887629,12.968108497582783,0.0001909533703365801,1.529071530059648e-05
63900,-36.83934546976903,9.612425078459198,12.785741035256525,0.00018848669848545686,1.5276198421239238e-05
64000,-37.11379567484627,9.612125664020974,12.605736262063415,0.00018604915462515633,1.526167445994135e-05
64100,-37.38823733122604,9.611826263572086,12.428066183176837,0.00018364042708577725,1.5247143408462477e-05
64200,-37.6626704393077,9.611526877111658,12.252703104510859,0.00018126020718720067,1.5232605258551285e-05
64300,-37.93709499949074,9.611227504638817,12.079619629821448,0.0001789081892137117,1.521806000194543e-05
64400,-38.21151101217441,9.610928146152698,11.908788657832497,0.0001765840703888095,1.5203507630371574e-05
64500,-38.485918477758105,9.610628801652425,11.740183379386238,0.0001742875508502007,1.5188948135545381e-05
64600,-38.76031739664114,9.610329471137128,11.57377727461828,0.00017201833362498223,1.5174381509171494e-05
64700,-39.03470776922279,9.610030154605935,11.409544110156789,0.00016977612460500634,1.5159807742943578e-05
64800,-39.30908959590232,9.609730852057977,11.247457936345462,0.00016756063252242582,1.5145226828544274e-05
64900,-39.583462877078944,9.609431563492384,11.087493084490752,0.00016537156892542672,1.5130638757645241e-05
65000,-39.8578276131519,9.609132288908283,10.929624164132301,0.0001632086481541347,1.5116043521907124e-05
65100,-40.132183804520366,9.608833028304801,10.773826060337276,0.00016107158731670695,1.5101441112979575e-05
65200,-40.40653145158353,9.60853378168107,10.620073931017696,0.0001589601062655981,1.5086831522501243e-05
65300,-40.680870554740466,9.608234549036219,10.468343204271104,0.0001568739275740055,1.5072214742099781e-05
65400,-40.95520111439038,9.607935330369376,10.318609575744025,0.000154812776512489,1.5057590763391846e-05
65500,-41.22952313093231,9.607636125679674,10.170849006018397,0.00015277638102576688,1.5042959577983102e-05
65600,-41.5038366047653,9.607336934966238,10.025037718020462,0.00015076447170968486,1.5028321177468218e-05
65700,-41.77814153628839,9.6070377582282,9.881152194452222,0.00014877678178835816,1.5013675553430872e-05
65800,-42.05243792590065,9.60673859546469,9.73916917524498,0.00014681304709148317,1.499902269744375e-05
65900,-42.326725774001034,9.606439446674836,9.599065655035327,0.00014487300603182392,1.4984362601068567e-05
66000,-42.60100508098847,9.606140311857768,9.460818880662675,0.00014295639958286237,1.4969695255856032e-05
66100,-42.875275847261946,9.605841191012617,9.324406348688866,0.0001410629712566216,1.495502065334589e-05
66200,-43.149538073220384,9.605542084138513,9.189805802939219,0.00013919246708165333,1.4940338785066892e-05
66300,-43.42379175926263,9.605242991234583,9.056995232065104,0.00013734463558119284,1.4925649642536838e-05
66400,-43.698036905787575,9.60494391229996,8.925952867127755,0.0001355192277514783,1.491095321726253e-05
66500,-43.97227351319407,9.604644847333773,8.79665717920326,0.00013371599704023525,1.4896249500739817e-05
66600,-44.24650158188089,9.604345796335155,8.669086877008402,0.0001319346993253217,1.4881538484453581e-05
66700,-44.52072111224689,9.604046759303232,8.543220904547448,0.00013017509289353806,1.4866820159877743e-05
66800,-44.79493210469076,9.603747736237136,8.419038438779413,0.0001284369384195949,1.4852094518475269e-05
66900,-45.069134559611285,9.603448727135998,8.296518887305966,0.00012671999894524322,1.4837361551698174e-05
67000,-45.3433284774072,9.603149731998945,8.17564188607951,0.00012502403985856095,1.4822621250987521e-05
67100,-45.61751385847711,9.602850750825112,8.05638729713159,0.0001233488288733996,1.4807873607773438e-05
67200,-45.89169070321978,9.60255178361363,7.938735206321167,0.00012169413600898559,1.4793118613475113e-05
67300,-46.16585901203382,9.602252830363623,7.822665921102848,0.00012005973356967836,1.4778356259500797e-05
67400,-46.44001878531782,9.60195389107423,7.708159968314808,0.00011844539612488303,1.4763586537247822e-05
67500,-46.71417002347039,9.601654965744576,7.595198091986234,0.00011685090048911628,1.4748809438102604e-05
67600,-46.98831272689006,9.601356054373793,7.4837612511641955,0.00011527602570222507,1.4734024953440635e-05
67700,-47.26244689597547,9.601057156961016,7.3738306177597925,0.00011372055300975735,1.47192330746265e-05
67800,-47.536572531125074,9.600758273505368,7.265387574413403,0.00011218426584348332,1.4704433793013881e-05
67900,-47.810689632737336,9.600459404005989,7.1584137123788585,0.000110666949802066,1.4689627099945581e-05
68000,-48.08479820121076,9.600160548462002,7.052890829426482,0.0001091683926318811,1.46748129867535e-05
68100,-48.35889823694379,9.599861706872543,6.948800927764727,0.00010768838420798365,1.4659991444758656e-05
68200,-48.63298974033481,9.599562879236744,6.846126211980422,0.0001062267165152227,1.4645162465271204e-05
68300,-48.90707271178226,9.599264065553735,6.744849086997339,0.000104783183629501,1.4630326039590429e-05
68400,-49.181147151684485,9.598965265822644,6.644952156052996,0.00010335758169917926,1.4615482159004759e-05
68500,-49.45521306043983,9.598666480042608,6.546418218693575,0.00010194970892662499,1.4600630814791774e-05
68600,-49.72927043844663,9.598367708212752,6.449230268786805,0.00010055936554990421,1.4585771998218209e-05
68700,-50.003319286103135,9.598068950332214,6.3533714925526485,9.918635382461506e-05,1.4570905700539971e-05
68800,-50.27735960380764,9.59777020640012,6.258825266611618,9.783047800586181e-05,1.4556031913002152e-05
68900,-50.55139139195842,9.597471476415611,6.165575156050623,9.649154433036894e-05,1.4541150626839018e-05
69000,-50.82541465095369,9.59717276037781,6.073604912506411,9.516936099873737e-05,1.4526261833274034e-05
69100,-51.099429381191555,9.596874058285847,5.9828984722659415,9.386373815783384e-05,1.4511365523519874e-05
69200,-51.37343558307032,9.596575370138861,5.893439954384158,9.257448788332219e-05,1.4496461688778437e-05
69300,-51.64743325698802,9.596276695935982,5.80521365881863,9.13014241623286e-05,1.4481550320240826e-05
69400,-51.92142240334283,9.595978035676339,5.718204064581082,9.00443628762434e-05,1.446663140908741e-05
69500,-52.195403022532844,9.59567938935907,5.632395827905617,8.880312178365663e-05,1.4451704946487777e-05
69600,-52.46937511495611,9.595380756983301,5.547773780433625,8.757752050342891e-05,1.4436770923600797e-05
69700,-52.7433386810107,9.595082138548168,5.464322927414987,8.636738049789266e-05,1.4421829331574604e-05
69800,-53.017293721094575,9.594783534052802,5.382028445925836,8.517252505618847e-05,1.4406880161546616e-05
69900,-53.29124023560587,9.594484943496333,5.300875683102267,8.3992779277729e-05,1.4391923404643538e-05
70000,-53.56517822494237,9.5941863668779,5.220850154390391,8.282797005579671e-05,1.4376959051981398e-05
70100,-53.83910768950216,9.593887804196628,5.141937541812087,8.167792606126772e-05,1.4361987094665532e-05
70200,-54.1130286296831,9.593589255451656,5.064123692246734,8.05424777264659e-05,1.4347007523790613e-05
70300,-54.386941045883134,9.593290720642115,4.9873946157286095,7.94214572291447e-05,1.4332020330440659e-05
70400,-54.660844938500105,9.592992199767131,4.9117364837598165,7.831469847659452e-05,1.4317025505689058e-05
70500,-54.93474030793186,9.592693692825847,4.837135627638668,7.722203708987669e-05,1.4302023040598566e-05
70600,-55.20862715457625,9.592395199817387,4.763578536803435,7.614331038818264e-05,1.4287012926221317e-05
70700,-55.482505478831,9.592096720740892,4.691051857191268,7.507835737331704e-05,1.427199515359887e-05
70800,-55.756375281093966,9.591798255595489,4.619542389612144,7.40270187143036e-05,1.4256969713762192e-05
70900,-56.03023656176285,9.591499804380312,4.549037088137914,7.298913673211517e-05,1.4241936597731681e-05
71000,-56.30408932123541,9.591201367094499,4.479523058505996,7.196455538452299e-05,1.4226895796517184e-05
71100,-56.5779335599093,9.590902943737175,4.410987556538017,7.09531202510701e-05,1.4211847301118024e-05
71200,-56.851769278182246,9.590604534307483,4.343417986572765,6.995467851816018e-05,1.419679110252299e-05
71300,-57.12559647645185,9.590306138804545,4.276801899913978,6.896907896427145e-05,1.4181727191710386e-05
71400,-57.399415155115776,9.590007757227506,4.211126993292144,6.799617194528306e-05,1.4166655559648017e-05
71500,-57.673225314571624,9.58970938957549,4.146381107340822,6.70358093799235e-05,1.415157619729323e-05
71600,-57.94702695521693,9.589411035847636,4.082552225086972,6.608784473533372e-05,1.413648909559292e-05
71700,-58.22082007744925,9.589112696043076,4.019628470455321,6.515213301274658e-05,1.4121394245483555e-05
71800,-58.494604681666175,9.588814370160941,3.9575981067866364,6.422853073328137e-05,1.4106291637891174e-05
71900,-58.69170054876079,9.588516058200371,3.8964654980549214,6.329451607368066e-05,1.4095414264183861e-05
72000,-58.887248812602564,9.588217760160495,3.8362193209694158,6.237274503996853e-05,1.408461807779978e-05
72100,-59.08279099299935,9.587919476040447,3.776852751264065,6.14636027237416e-05,1.4073818018347298e-05
72200,-59.278327090235024,9.587621205839364,3.7183537039950476,6.0566926994540945e-05,1.4063014082611956e-05
72300,-59.47385710459341,9.587322949556377,3.6607102498546698,5.968255766371932e-05,1.4052206267376794e-05
72400,-59.669381036358345,9.587024707190622,3.6039106133007146,5.881033646285376e-05,1.4041394569422337e-05
72500,-59.86489888581369,9.58672647874123,3.5479431707067106,5.795010702238029e-05,1.4030578985526592e-05
72600,-60.060410653243224,9.586428264207338,3.492796448532895,5.7101714850448497e-05,1.4019759512465074e-05
72700,-60.255916338930746,9.586130063588083,3.438459121517568,5.626500731199241e-05,1.40089361470108e-05
72800,-60.45141594316004,9.58583187688259,3.3849200108887065,5.543983360801708e-05,1.3998108885934283e-05
72900,-60.64690946621485,9.585533704090006,3.332168082595626,5.4626044755098555e-05,1.3987277726003555e-05
73000,-60.8423969083789,9.585235545209455,3.280192445560448,5.382349356509483e-05,1.3976442663984157e-05
73100,-61.03787826993593,9.584937400240078,3.2289823499491854,5.303203462506612e-05,1.3965603696639146e-05
73200,-61.233353551169586,9.584639269181004,3.1785271854622663,5.225152427740263e-05,1.3954760820729111e-05
73300,-61.42882275236363,9.584341152031373,3.1288164796442133,5.148182060015672e-05,1.394391403301216e-05
73400,-61.62428587380168,9.584043048790317,3.079839896212415,5.072278338757975e-05,1.3933063330243929e-05
73500,-61.819742915767364,9.583744959456972,3.031587233404672,4.997427413085952e-05,1.39222087091776e-05
73600,-62.01519387854438,9.583446884030472,2.984048422345315,4.923615599905662e-05,1.3911350166563891e-05
73700,-62.210638762416266,9.58314882250995,2.9372135254298883,4.850829382024041e-05,1.3900487699151072e-05
73800,-62.40607756766664,9.582850774894546,2.891072734727895,4.779055406281811e-05,1.3889621303684955e-05
73900,-62.60151029457913,9.58255274118339,2.8456163704037376,4.708280481706011e-05,1.38787509769089e-05
74000,-62.7969369434372,9.582254721375621,2.800834879155423,4.6384915776815784e-05,1.3867876715563846e-05
74100,-62.99235751452446,9.581956715470373,2.7567188326709586,4.56967582214199e-05,1.3856998516388286e-05
74200,-63.187772008124426,9.58165872346678,2.7132589261022653,4.5018204997787925e-05,1.3846116376118282e-05
74300,-63.38318042452056,9.581360745363977,2.67044597655637,4.434913050269743e-05,1.3835230291487474e-05
74400,-63.57858276399642,9.581062781161101,2.628270921603699,4.36894106652541e-05,1.382434025922708e-05
74500,-63.773979026835434,9.580764830857289,2.586724817803348,4.3038922929541226e-05,1.3813446276065901e-05
74600,-63.96936921332107,9.580466894451675,2.545798839245124,4.2397546237450665e-05,1.3802548338730334e-05
74700,-64.16475332373676,9.580168971943392,2.505484276108118,4.176516101169241e-05,1.3791646443944368e-05
74800,-64.36013135836589,9.57987106333158,2.4657725332357585,4.114164913898298e-05,1.378074058842959e-05
74900,-64.55550331749188,9.57957316861537,2.4266551287270755,4.0526893953409586e-05,1.3769830768905197e-05
75000,-64.75086920139816,9.579275287793905,2.388123692544018,3.992078021996827e-05,1.3758916982087997e-05
75100,-64.94622901036803,9.578977420866314,2.3501699651347363,3.932319411827593e-05,1.3747999224692413e-05
75200,-65.14158274468488,9.578679567831736,2.312785796072514,3.873402322645205e-05,1.3737077493430488e-05
75300,-65.336930404632,9.578381728689305,2.2759631427103373,3.8153156505170984e-05,1.3726151785011904e-05
75400,-65.53227199049277,9.578083903438161,2.239694068850815,3.7580484281881215e-05,1.3715222096143964e-05
75500,-65.72760750255037,9.577786092077433,2.203970743431414,3.701589823519199e-05,1.3704288423531618e-05
75600,-65.92293694108821,9.577488294606265,2.1687854392246493,3.645929137942258e-05,1.3693350763877458e-05
75700,-66.11826030638949,9.577190511023792,2.134130531553356,3.591055804931709e-05,1.3682409113881727e-05
75800,-66.3135775987374,9.576892741329148,2.0999984970205743,3.536959388491835e-05,1.3671463470242335e-05
75900,-66.50888881841524,9.576594985521467,2.066381912254138,3.483629581660321e-05,1.3660513829654836e-05
76000,-66.70419396570617,9.576297243599893,2.033273452665651,3.431056205027521e-05,1.3649560188812466e-05
76100,-66.89949304089339,9.575999515563554,2.0006658912238104,3.3792292052714746e-05,1.3638602544406136e-05
76200,-67.0947860442601,9.575701801411592,1.9685520972418438,3.3281386537084094e-05,1.3627640893124437e-05
76300,-67.29007297608945,9.575404101143144,1.936925035178948,3.277774744858625e-05,1.361667523165364e-05
76400,-67.48535383666453,9.575106414757341,1.9057777634555602,3.228127795027584e-05,1.3605705556677725e-05
76500,-67.68062862626851,9.574808742253328,1.875103433282363,3.1791882409021416e-05,1.3594731864878356e-05
76600,-67.87589734518443,9.574511083630236,1.8448952875027997,3.130946638161636e-05,1.358375415293492e-05
76700,-68.07115999369546,9.574213438887206,1.8151466594490089,3.0833936601037884e-05,1.3572772417524498e-05
76800,-68.26641657208455,9.57391580802337,1.7858509718110398,3.036520096285271e-05,1.3561786655321911e-05
76900,-68.46166708063487,9.57361819103787,1.7570017355191598,2.9903168511767296e-05,1.3550796862999691e-05
77000,-68.65691151962938,9.573320587929837,1.7285925486391605,2.9447749428321824e-05,1.3539803037228115e-05
77100,-68.8521498893511,9.573022998698418,1.7006170952805169,2.8998855015726693e-05,1.3528805174675184e-05
77200,-69.04738219008303,9.572725423342742,1.6730691445172072,2.855639768683892e-05,1.3517803272006667e-05
77300,-69.24260842210816,9.572427861861948,1.6459425493211384,2.8120290951278676e-05,1.3506797325886065e-05
77400,-69.43782858570944,9.572130314255176,1.6192312455080011,2.7690449402683738e-05,1.3495787332974659e-05
77500,-69.63304268116983,9.57183278052156,1.5929292506954007,2.7266788706100277e-05,1.3484773289931478e-05
77600,-69.82825070877223,9.571535260660243,1.5670306632731636,2.6849225585509098e-05,1.3473755193413348e-05
77700,-70.02345266879954,9.571237754670358,1.5415296613857012,2.643767781148628e-05,1.3462733040074856e-05
77800,-70.21864856153465,9.570940262551042,1.5164205019262351,2.603206418899576e-05,1.3451706826568396e-05
77900,-70.41383838726048,9.570642784301437,1.4916975195428257,2.563230454531372e-05,1.3440676549544145e-05
78000,-70.60902214625983,9.570345319920676,1.467355125656059,2.5238319718083196e-05,1.3429642205650092e-05
78100,-70.80419983881558,9.570047869407901,1.4433878074882316,2.4850031543497107e-05,1.341860379153203e-05
78200,-70.99937146521052,9.569750432762246,1.4197901271039435,2.446736284460892e-05,1.3407561303833588e-05
78300,-71.19453702572744,9.569453009982853,1.3965567204619687,2.4090237419769603e-05,1.3396514739196196e-05
78400,-71.38969652064915,9.569155601068859,1.3736822964782764,2.3718580031189615e-05,1.3385464094259142e-05
78500,-71.58484995025844,9.568858206019401,1.3511616361000767,2.3352316393624502e-05,1.3374409365659542e-05
78600,-71.779997314838,9.568560824833616,1.328989591390798,2.2991373163183395e-05,1.3363350550032372e-05
78700,-71.97513861467061,9.568263457510648,1.3071610846258164,2.2635677926258122e-05,1.3352287644010458e-05
78800,-72.17027385003897,9.56796610404963,1.2856711073989107,2.2285159188573338e-05,1.3341220644224496e-05
78900,-72.36540302122575,9.5676687644497,1.264514719739239,2.1939746364354907e-05,1.3330149547303053e-05
79000,-72.56052612851366,9.56737143871,1.2436870492387664,2.159936976561614e-05,1.3319074349872586e-05
79100,-72.75564317218533,9.567074126829668,1.2231832901900348,2.1263960591560877e-05,1.330799504855744e-05
79200,-72.95075415252347,9.56677682880784,1.2029987027341371,2.0933450918101694e-05,1.329691163997985e-05
79300,-73.14585906981063,9.566479544643654,1.1831286120188012,2.0607773687492488e-05,1.3285824120759966e-05
79400,-73.34095792432944,9.566182274336256,1.1635684073664647,2.02868626980741e-05,1.3274732487515857e-05
79500,-73.53605071636255,9.565885017884778,1.144313541452223,1.9970652594131712e-05,1.326363673686351e-05
79600,-73.73113744619243,9.56558777528836,1.125359529491604,1.9659078855863987e-05,1.3252536865416855e-05
79700,-73.92621811410172,9.565290546546144,1.1067019484379348,1.935207778946064e-05,1.3241432869787748e-05
79800,-74.1212927203729,9.564993331657265,1.0883364361893257,1.9049586517289546e-05,1.3230324746586015e-05
79900,-74.31636126528855,9.564696130620865,1.070258690805106,1.8751542968191385e-05,1.3219212492419422e-05
80000,-74.51142374913113,9.56439894343608,1.0524644697315866,1.845788586788023e-05,1.3208096103893723e-05
